CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NO2(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),RH,AH,NOx(GT)
1.8,882.0,3.1,660.0,109.0,991.0,922.0,727.0,47.6,0.5113,180.0
1.8,924.0,4.2,724.0,109.0,946.0,969.0,781.0,47.2,0.4975,180.0
1.8,987.0,6.2,823.0,109.0,827.0,1027.0,893.0,50.2,0.5118,180.0
1.8,930.0,4.8,752.0,109.0,889.0,981.0,820.0,50.3,0.5029,180.0
1.8,861.0,3.0,654.0,109.0,995.0,919.0,632.0,50.7,0.4998,180.0
1.8,783.0,1.2,522.0,109.0,1241.0,832.0,458.0,46.4,0.4869,180.0
1.8,744.0,0.4,431.0,109.0,1539.0,778.0,345.0,45.7,0.4714,180.0
1.8,753.0,0.4,426.0,109.0,1568.0,792.0,337.0,49.3,0.4913,180.0
1.8,787.0,0.6,452.0,109.0,1400.0,823.0,370.0,48.1,0.5095,180.0
1.8,820.0,1.1,506.0,109.0,1221.0,871.0,466.0,47.8,0.5157,180.0
1.8,840.0,1.6,552.0,109.0,1152.0,893.0,510.0,46.7,0.5191,180.0
1.8,897.0,3.1,656.0,109.0,953.0,964.0,641.0,44.1,0.5039,180.0
1.8,989.0,5.6,793.0,109.0,815.0,1052.0,862.0,42.5,0.5038,180.0
1.8,909.0,4.5,737.0,109.0,909.0,941.0,753.0,36.3,0.4712,180.0
1.8,865.0,3.8,697.0,109.0,1002.0,883.0,589.0,30.6,0.4264,180.0
1.8,924.0,6.2,821.0,109.0,899.0,955.0,704.0,29.7,0.4205,180.0
1.8,912.0,5.6,794.0,109.0,885.0,943.0,731.0,31.1,0.434,180.0
1.8,872.0,4.1,717.0,109.0,991.0,882.0,592.0,28.4,0.41600000000000004,180.0
1.8,917.0,5.6,794.0,109.0,907.0,946.0,740.0,27.5,0.4185,180.0
1.8,962.0,7.6,883.0,109.0,818.0,996.0,896.0,30.8,0.4148,180.0
1.8,932.0,6.1,817.0,109.0,883.0,942.0,854.0,34.0,0.4112,180.0
1.8,930.0,5.3,781.0,109.0,933.0,906.0,866.0,33.6,0.3958,180.0
1.8,962.0,5.3,780.0,109.0,919.0,909.0,884.0,32.3,0.3871,180.0
1.8,974.0,5.5,790.0,109.0,915.0,895.0,951.0,32.5,0.3766,180.0
1.8,1055.0,5.6,791.0,109.0,845.0,936.0,1195.0,37.2,0.431,180.0
1.8,1003.0,4.6,744.0,109.0,882.0,899.0,1138.0,38.4,0.4085,180.0
1.8,1046.0,4.2,724.0,109.0,848.0,898.0,1201.0,40.1,0.4375,180.0
1.6,1275.0,8.8,930.0,106.0,649.0,1024.0,1617.0,50.7,0.4564,215.0
2.5,1173.0,7.5,878.0,129.0,738.0,1002.0,1355.0,50.0,0.4689,300.0
2.7,1163.0,7.6,881.0,109.0,748.0,1001.0,1296.0,53.9,0.4693,180.0
1.9,1054.0,5.6,791.0,126.0,830.0,967.0,1131.0,55.3,0.465,253.0
1.4,1004.0,4.8,753.0,106.0,879.0,942.0,1036.0,57.1,0.4759,181.0
1.5,1001.0,5.3,777.0,99.0,859.0,954.0,1009.0,58.3,0.4636,171.0
1.4,974.0,4.5,736.0,97.0,888.0,945.0,966.0,60.7,0.4667,168.0
1.1,915.0,3.0,653.0,94.0,973.0,905.0,901.0,63.2,0.4721,169.0
1.0,939.0,3.0,649.0,86.0,996.0,897.0,879.0,59.0,0.4807,145.0
1.2,973.0,4.7,748.0,97.0,878.0,968.0,991.0,57.2,0.4932,190.0
1.7,1011.0,5.4,782.0,113.0,846.0,992.0,1019.0,48.6,0.4822,225.0
2.3,1097.0,7.4,875.0,125.0,778.0,1080.0,1151.0,43.6,0.4887,261.0
2.2,1149.0,8.4,914.0,147.0,742.0,1072.0,1242.0,41.2,0.4908,382.0
2.4,1117.0,8.9,934.0,153.0,721.0,1075.0,1206.0,35.9,0.46799999999999997,357.0
2.2,1085.0,7.9,896.0,147.0,760.0,1049.0,1138.0,32.3,0.467,299.0
2.1,1102.0,7.7,885.0,139.0,772.0,1051.0,1142.0,32.6,0.4814,313.0
3.0,1281.0,12.1,1053.0,165.0,659.0,1192.0,1438.0,39.7,0.5166,510.0
4.7,1472.0,16.6,1198.0,191.0,555.0,1344.0,1735.0,51.8,0.5961,832.0
3.6,1328.0,11.4,1029.0,172.0,637.0,1188.0,1611.0,54.1,0.5882,622.0
2.5,1198.0,7.9,897.0,151.0,720.0,1072.0,1436.0,54.6,0.5786,402.0
2.3,1176.0,8.1,905.0,137.0,718.0,1104.0,1389.0,59.6,0.5698,334.0
2.1,1118.0,6.4,830.0,130.0,765.0,1058.0,1313.0,59.9,0.5523,295.0
1.7,1091.0,5.2,773.0,115.0,820.0,1003.0,1232.0,59.7,0.5463,222.0
1.8,1078.0,5.2,775.0,112.0,809.0,1012.0,1195.0,62.9,0.5424,230.0
1.6,1043.0,4.3,726.0,105.0,875.0,972.0,1107.0,63.5,0.5411,195.0
1.3,992.0,3.6,685.0,96.0,916.0,963.0,1035.0,63.6,0.5414,167.0
1.3,1004.0,4.5,739.0,109.0,868.0,1004.0,1030.0,70.0,0.5388,180.0
1.3,947.0,3.3,673.0,87.0,929.0,974.0,929.0,68.3,0.531,148.0
1.1,923.0,2.7,634.0,75.0,984.0,943.0,875.0,69.2,0.5337,123.0
1.0,911.0,2.4,613.0,82.0,992.0,934.0,861.0,71.9,0.5288,148.0
1.0,924.0,2.6,629.0,83.0,994.0,941.0,852.0,68.7,0.5317,143.0
1.2,954.0,3.4,674.0,88.0,940.0,981.0,891.0,73.1,0.5289,180.0
1.3,960.0,3.9,704.0,106.0,887.0,1003.0,947.0,68.2,0.5346,226.0
1.6,1016.0,4.9,760.0,112.0,835.0,1044.0,1016.0,65.8,0.5451,254.0
2.2,1139.0,7.5,879.0,141.0,753.0,1092.0,1201.0,56.6,0.5528,372.0
2.2,1130.0,7.1,860.0,148.0,752.0,1058.0,1218.0,51.2,0.5516,379.0
2.8,1237.0,9.6,962.0,171.0,685.0,1138.0,1385.0,44.9,0.5612,478.0
2.1,1159.0,6.5,837.0,160.0,742.0,1087.0,1311.0,41.7,0.5961,344.0
1.6,1124.0,5.5,790.0,137.0,791.0,1071.0,1206.0,41.3,0.6342,258.0
2.8,1312.0,10.5,998.0,167.0,640.0,1249.0,1473.0,43.1,0.66,474.0
2.6,1246.0,8.9,936.0,164.0,665.0,1182.0,1460.0,53.3,0.6504,438.0
2.8,1232.0,8.8,931.0,166.0,674.0,1171.0,1627.0,54.6,0.6226,451.0
2.9,1286.0,10.5,996.0,167.0,644.0,1217.0,1827.0,54.8,0.6244,473.0
3.4,1347.0,13.0,1084.0,174.0,582.0,1290.0,2004.0,58.2,0.6391,560.0
2.9,1063.0,8.2,909.0,160.0,806.0,1463.0,963.0,49.6,0.9954,470.0
3.2,1063.0,8.2,909.0,169.0,806.0,1463.0,963.0,49.6,0.9954,506.0
3.1,1063.0,8.2,909.0,162.0,806.0,1463.0,963.0,49.6,0.9954,482.0
3.0,1063.0,8.2,909.0,149.0,806.0,1463.0,963.0,49.6,0.9954,436.0
3.4,1063.0,8.2,909.0,158.0,806.0,1463.0,963.0,49.6,0.9954,472.0
3.0,1063.0,8.2,909.0,143.0,806.0,1463.0,963.0,49.6,0.9954,379.0
2.7,1063.0,8.2,909.0,109.0,806.0,1463.0,963.0,49.6,0.9954,180.0
1.8,1063.0,8.2,909.0,121.0,806.0,1463.0,963.0,49.6,0.9954,286.0
1.1,1063.0,8.2,909.0,92.0,806.0,1463.0,963.0,49.6,0.9954,155.0
1.4,1063.0,8.2,909.0,102.0,806.0,1463.0,963.0,49.6,0.9954,264.0
1.8,1063.0,8.2,909.0,121.0,806.0,1463.0,963.0,49.6,0.9954,366.0
3.6,1063.0,8.2,909.0,164.0,806.0,1463.0,963.0,49.6,0.9954,622.0
3.1,1063.0,8.2,909.0,175.0,806.0,1463.0,963.0,49.6,0.9954,551.0
1.9,1063.0,8.2,909.0,130.0,806.0,1463.0,963.0,49.6,0.9954,349.0
1.7,1063.0,8.2,909.0,117.0,806.0,1463.0,963.0,49.6,0.9954,285.0
1.7,1063.0,8.2,909.0,115.0,806.0,1463.0,963.0,49.6,0.9954,265.0
1.6,1063.0,8.2,909.0,106.0,806.0,1463.0,963.0,49.6,0.9954,222.0
1.6,1063.0,8.2,909.0,102.0,806.0,1463.0,963.0,49.6,0.9954,237.0
1.7,1063.0,8.2,909.0,122.0,806.0,1463.0,963.0,49.6,0.9954,294.0
2.2,1063.0,8.2,909.0,138.0,806.0,1463.0,963.0,49.6,0.9954,329.0
3.3,1063.0,8.2,909.0,162.0,806.0,1463.0,963.0,49.6,0.9954,487.0
3.9,1063.0,8.2,909.0,177.0,806.0,1463.0,963.0,49.6,0.9954,604.0
5.0,1063.0,8.2,909.0,190.0,806.0,1463.0,963.0,49.6,0.9954,728.0
4.2,1063.0,8.2,909.0,182.0,806.0,1463.0,963.0,49.6,0.9954,653.0
3.2,1063.0,8.2,909.0,163.0,806.0,1463.0,963.0,49.6,0.9954,509.0
1.7,1063.0,8.2,909.0,135.0,806.0,1463.0,963.0,49.6,0.9954,277.0
1.5,1063.0,8.2,909.0,130.0,806.0,1463.0,963.0,49.6,0.9954,268.0
1.3,1063.0,8.2,909.0,117.0,806.0,1463.0,963.0,49.6,0.9954,193.0
1.2,1063.0,8.2,909.0,104.0,806.0,1463.0,963.0,49.6,0.9954,167.0
1.3,1063.0,8.2,909.0,97.0,806.0,1463.0,963.0,49.6,0.9954,159.0
0.8,1063.0,8.2,909.0,109.0,806.0,1463.0,963.0,49.6,0.9954,180.0
0.6,1063.0,8.2,909.0,72.0,806.0,1463.0,963.0,49.6,0.9954,89.0
0.8,1063.0,8.2,909.0,71.0,806.0,1463.0,963.0,49.6,0.9954,97.0
0.9,1063.0,8.2,909.0,94.0,806.0,1463.0,963.0,49.6,0.9954,182.0
1.1,1063.0,8.2,909.0,118.0,806.0,1463.0,963.0,49.6,0.9954,262.0
3.4,1063.0,8.2,909.0,174.0,806.0,1463.0,963.0,49.6,0.9954,561.0
3.6,1063.0,8.2,909.0,170.0,806.0,1463.0,963.0,49.6,0.9954,540.0
3.1,1063.0,8.2,909.0,171.0,806.0,1463.0,963.0,49.6,0.9954,480.0
3.3,1063.0,8.2,909.0,196.0,806.0,1463.0,963.0,49.6,0.9954,608.0
3.4,1063.0,8.2,909.0,191.0,806.0,1463.0,963.0,49.6,0.9954,584.0
2.8,1063.0,8.2,909.0,165.0,806.0,1463.0,963.0,49.6,0.9954,426.0
2.6,1063.0,8.2,909.0,148.0,806.0,1463.0,963.0,49.6,0.9954,397.0
3.0,1063.0,8.2,909.0,172.0,806.0,1463.0,963.0,49.6,0.9954,473.0
2.9,1063.0,8.2,909.0,165.0,806.0,1463.0,963.0,49.6,0.9954,369.0
3.8,1063.0,8.2,909.0,184.0,806.0,1463.0,963.0,49.6,0.9954,532.0
3.8,1063.0,8.2,909.0,173.0,806.0,1463.0,963.0,49.6,0.9954,498.0
3.6,1063.0,8.2,909.0,174.0,806.0,1463.0,963.0,49.6,0.9954,487.0
4.5,1063.0,8.2,909.0,181.0,806.0,1463.0,963.0,49.6,0.9954,629.0
3.7,1063.0,8.2,909.0,166.0,806.0,1463.0,963.0,49.6,0.9954,502.0
2.4,1063.0,8.2,909.0,150.0,806.0,1463.0,963.0,49.6,0.9954,381.0
1.7,1063.0,8.2,909.0,131.0,806.0,1463.0,963.0,49.6,0.9954,250.0
1.7,1063.0,8.2,909.0,129.0,806.0,1463.0,963.0,49.6,0.9954,266.0
1.7,1135.0,5.6,792.0,120.0,727.0,1170.0,1151.0,69.5,0.8261,226.0
1.9,1188.0,8.1,901.0,119.0,657.0,1261.0,1185.0,70.9,0.8176,259.0
2.0,1242.0,8.5,921.0,109.0,626.0,1219.0,1374.0,72.1,0.7798,180.0
2.0,1219.0,7.7,889.0,111.0,649.0,1186.0,1405.0,72.1,0.7679,260.0
1.7,1187.0,6.8,850.0,109.0,653.0,1169.0,1383.0,72.7,0.7598,242.0
1.8,1225.0,8.1,904.0,110.0,644.0,1194.0,1460.0,71.7,0.7439,267.0
2.2,1333.0,11.1,1019.0,126.0,576.0,1275.0,1612.0,70.6,0.7562,411.0
3.7,1489.0,16.4,1193.0,148.0,497.0,1475.0,1776.0,69.0,0.7732,670.0
4.8,1596.0,21.6,1341.0,162.0,436.0,1672.0,1991.0,67.5,0.7831,830.0
4.8,1585.0,19.3,1277.0,173.0,456.0,1567.0,1944.0,65.8,0.7967,845.0
5.2,1674.0,22.9,1376.0,198.0,438.0,1643.0,2098.0,61.9,0.8226,992.0
5.9,1741.0,25.3,1438.0,219.0,416.0,1741.0,2159.0,60.1,0.882,1130.0
5.9,1680.0,25.2,1434.0,206.0,417.0,1790.0,2005.0,62.4,0.9513,977.0
3.1,1295.0,13.2,1090.0,155.0,553.0,1479.0,1441.0,61.2,0.9941,459.0
2.6,1288.0,13.9,1112.0,150.0,560.0,1492.0,1380.0,59.6,0.9824,346.0
2.8,1281.0,13.8,1111.0,148.0,553.0,1483.0,1409.0,60.0,0.9684,383.0
2.8,1310.0,13.5,1099.0,158.0,559.0,1481.0,1445.0,62.6,0.9862,414.0
2.8,1276.0,13.5,1099.0,152.0,559.0,1504.0,1388.0,64.0,0.9891,370.0
3.1,1312.0,15.0,1148.0,148.0,532.0,1525.0,1411.0,64.5,0.9865,400.0
3.3,1332.0,14.9,1146.0,147.0,539.0,1523.0,1377.0,64.7,0.9971,378.0
2.7,1248.0,11.9,1046.0,144.0,588.0,1404.0,1316.0,65.3,0.9967,357.0
2.3,1182.0,9.2,947.0,144.0,643.0,1334.0,1210.0,64.5,0.9732,333.0
1.6,1059.0,6.0,810.0,126.0,764.0,1200.0,1002.0,62.3,0.9392,227.0
1.6,1056.0,5.6,795.0,115.0,783.0,1187.0,896.0,63.7,0.9196,203.0
1.7,1064.0,5.4,785.0,116.0,769.0,1184.0,946.0,64.6,0.9229,210.0
1.6,1059.0,5.4,783.0,112.0,781.0,1188.0,877.0,63.8,0.9244,198.0
1.4,991.0,3.5,681.0,109.0,874.0,1125.0,718.0,62.7,0.9121,180.0
1.8,950.0,2.5,622.0,67.0,960.0,1093.0,643.0,64.6,0.9059999999999999,89.0
0.9,1005.0,3.4,679.0,67.0,875.0,1120.0,745.0,69.5,0.8919,89.0
0.8,939.0,1.8,568.0,72.0,1037.0,1054.0,656.0,62.6,0.8994,101.0
0.7,961.0,2.6,629.0,69.0,1011.0,1114.0,682.0,62.7,0.8947,104.0
1.1,1017.0,4.0,712.0,107.0,827.0,1147.0,829.0,66.6,0.8948,192.0
1.5,1108.0,6.2,823.0,117.0,720.0,1247.0,961.0,70.2,0.9276,237.0
1.5,1122.0,5.8,803.0,115.0,733.0,1225.0,960.0,61.0,0.9348,211.0
1.6,1099.0,6.3,826.0,120.0,739.0,1223.0,940.0,52.2,0.9377,230.0
1.6,1124.0,5.9,805.0,128.0,726.0,1233.0,938.0,54.0,0.9515,240.0
2.0,1186.0,8.5,921.0,138.0,660.0,1310.0,1040.0,51.5,0.9462,295.0
1.7,1096.0,6.2,819.0,127.0,733.0,1238.0,904.0,50.8,0.9442,243.0
1.5,1120.0,6.4,829.0,111.0,725.0,1259.0,910.0,51.9,0.9535,196.0
2.0,1185.0,7.9,893.0,122.0,666.0,1312.0,1011.0,53.0,0.9687,237.0
1.9,1173.0,7.7,885.0,134.0,685.0,1288.0,1038.0,54.8,0.966,274.0
2.1,1221.0,8.9,935.0,153.0,642.0,1323.0,1144.0,57.5,0.9440000000000001,352.0
2.8,1330.0,12.4,1063.0,169.0,578.0,1419.0,1352.0,60.1,0.9566,488.0
2.7,1325.0,11.3,1027.0,162.0,591.0,1394.0,1365.0,63.0,0.9686,426.0
2.4,1195.0,8.4,915.0,152.0,666.0,1295.0,1245.0,65.4,0.9529,376.0
1.6,1150.0,7.3,869.0,127.0,694.0,1252.0,1203.0,67.5,0.9413,237.0
1.7,1145.0,5.9,806.0,112.0,736.0,1207.0,1120.0,72.0,0.912,199.0
1.3,1041.0,4.3,729.0,98.0,819.0,1130.0,972.0,70.9,0.8706,164.0
1.4,1032.0,3.6,687.0,89.0,867.0,1109.0,878.0,70.7,0.8571,142.0
1.2,1010.0,3.1,661.0,82.0,881.0,1100.0,853.0,75.0,0.8098,142.0
1.0,951.0,2.5,620.0,109.0,938.0,1077.0,779.0,75.1,0.805,180.0
1.0,944.0,2.5,617.0,77.0,944.0,1039.0,766.0,77.3,0.7782,127.0
0.6,862.0,1.4,540.0,55.0,1110.0,999.0,670.0,74.4,0.7581,73.0
0.7,909.0,1.8,567.0,63.0,1049.0,993.0,694.0,75.0,0.7418,100.0
1.0,965.0,3.1,659.0,69.0,973.0,1059.0,739.0,76.3,0.7389,126.0
1.7,1102.0,7.6,884.0,99.0,719.0,1218.0,940.0,78.5,0.7377,284.0
3.0,1226.0,15.3,1157.0,125.0,552.0,1464.0,1201.0,77.4,0.7452,419.0
2.4,1132.0,9.3,950.0,123.0,659.0,1253.0,1106.0,73.8,0.7769,432.0
2.2,1183.0,11.0,1013.0,128.0,632.0,1306.0,1186.0,61.5,0.7638,310.0
2.6,1211.0,10.6,998.0,149.0,605.0,1298.0,1302.0,58.1,0.7743,446.0
2.5,1253.0,11.4,1030.0,137.0,590.0,1351.0,1368.0,62.3,0.7981,464.0
3.0,1311.0,13.1,1088.0,147.0,563.0,1402.0,1452.0,62.0,0.8199,505.0
3.3,1341.0,14.8,1142.0,168.0,536.0,1454.0,1537.0,57.7,0.8387,564.0
3.8,1432.0,16.5,1195.0,180.0,509.0,1513.0,1651.0,56.2,0.8548,625.0
3.6,1404.0,16.5,1195.0,170.0,499.0,1501.0,1623.0,65.3,0.8639,590.0
5.0,1493.0,21.5,1337.0,180.0,466.0,1638.0,1742.0,74.6,0.8434,712.0
5.7,1478.0,22.2,1357.0,178.0,473.0,1652.0,1639.0,78.5,0.8029999999999999,723.0
5.0,1411.0,20.5,1311.0,159.0,487.0,1589.0,1537.0,80.0,0.7789,707.0
4.8,1387.0,17.7,1231.0,156.0,523.0,1487.0,1463.0,83.8,0.7768,737.0
3.9,1306.0,15.4,1161.0,146.0,557.0,1407.0,1379.0,83.5,0.7619,646.0
3.3,1232.0,11.6,1035.0,132.0,623.0,1296.0,1256.0,81.3,0.7568,536.0
3.4,1277.0,13.0,1085.0,137.0,589.0,1329.0,1344.0,82.6,0.7495,567.0
2.4,1063.0,6.7,843.0,114.0,762.0,1125.0,1089.0,76.3,0.7369,357.0
1.4,991.0,4.6,744.0,95.0,863.0,1069.0,949.0,73.6,0.7417,187.0
1.4,989.0,3.8,701.0,109.0,871.0,1049.0,933.0,72.3,0.7392,180.0
1.2,972.0,3.4,674.0,88.0,926.0,1032.0,882.0,69.3,0.7413,169.0
1.2,973.0,3.4,675.0,94.0,903.0,1029.0,905.0,71.7,0.7434,184.0
1.2,985.0,3.6,691.0,97.0,878.0,1056.0,902.0,71.9,0.7575,205.0
1.3,1020.0,4.5,736.0,93.0,854.0,1069.0,923.0,68.0,0.7396,213.0
2.3,1192.0,10.0,978.0,113.0,638.0,1273.0,1210.0,77.1,0.7597,415.0
3.4,1325.0,14.7,1140.0,126.0,542.0,1403.0,1468.0,77.9,0.7756,583.0
3.0,1219.0,11.3,1026.0,133.0,604.0,1311.0,1329.0,66.7,0.7634,462.0
2.5,1195.0,10.4,992.0,141.0,632.0,1251.0,1295.0,54.1,0.7387,387.0
2.7,1230.0,11.2,1020.0,139.0,605.0,1301.0,1365.0,49.4,0.7598,414.0
2.8,1312.0,13.1,1087.0,147.0,567.0,1393.0,1452.0,50.9,0.7959999999999999,440.0
3.6,1387.0,14.3,1127.0,175.0,530.0,1430.0,1615.0,55.9,0.8588,516.0
3.1,1375.0,12.8,1076.0,180.0,555.0,1377.0,1599.0,59.0,0.8736,495.0
4.3,1532.0,18.9,1265.0,194.0,482.0,1578.0,1777.0,59.0,0.8945,643.0
4.6,1531.0,17.9,1235.0,192.0,484.0,1541.0,1742.0,61.9,0.9224,725.0
4.3,1479.0,16.5,1196.0,188.0,498.0,1511.0,1739.0,63.6,0.9193,683.0
4.3,1521.0,16.9,1208.0,179.0,497.0,1549.0,1770.0,65.8,0.9309999999999999,681.0
5.5,1616.0,22.4,1363.0,196.0,442.0,1701.0,1918.0,65.2,0.9474,833.0
3.4,1371.0,13.6,1105.0,169.0,553.0,1429.0,1581.0,63.6,0.9681,514.0
2.4,1198.0,9.1,943.0,151.0,647.0,1307.0,1291.0,62.6,0.9644,371.0
1.6,1102.0,6.0,813.0,123.0,764.0,1204.0,1000.0,59.6,0.9563,213.0
1.7,1120.0,6.3,826.0,127.0,750.0,1222.0,974.0,61.4,0.9773,242.0
1.6,1093.0,5.5,789.0,127.0,771.0,1206.0,949.0,63.4,0.9755,241.0
1.3,1112.0,5.6,791.0,118.0,764.0,1216.0,934.0,64.2,0.9706,218.0
0.8,986.0,3.4,674.0,109.0,883.0,1137.0,730.0,62.2,0.9643,180.0
1.8,934.0,2.3,609.0,55.0,976.0,1094.0,581.0,61.1,0.9537,70.0
0.6,919.0,1.8,571.0,44.0,1017.0,1082.0,521.0,63.8,0.9801,54.0
0.6,929.0,1.6,556.0,46.0,1035.0,1094.0,575.0,67.3,0.9743,60.0
0.5,919.0,1.6,552.0,46.0,1063.0,1080.0,522.0,64.2,0.9664,55.0
0.6,944.0,2.0,586.0,61.0,977.0,1090.0,586.0,63.4,0.9535,93.0
0.7,943.0,1.9,580.0,60.0,980.0,1074.0,566.0,60.5,0.9526,81.0
0.9,1036.0,3.5,683.0,71.0,846.0,1144.0,693.0,60.4,0.9390000000000001,109.0
1.5,1168.0,5.7,797.0,111.0,698.0,1235.0,1022.0,59.7,0.9495,251.0
1.9,1232.0,8.1,903.0,127.0,626.0,1313.0,1152.0,56.2,0.9539,284.0
1.9,1236.0,8.1,901.0,128.0,628.0,1311.0,1108.0,50.9,0.9714,262.0
2.2,1278.0,12.6,1070.0,142.0,557.0,1479.0,1110.0,52.4,0.981,256.0
3.8,1369.0,18.1,1242.0,145.0,476.0,1669.0,1306.0,53.2,0.9826,310.0
2.0,1182.0,8.7,929.0,145.0,648.0,1324.0,1029.0,52.8,0.9579,269.0
2.2,1210.0,8.8,933.0,156.0,648.0,1327.0,1094.0,54.4,0.9616,348.0
3.3,1316.0,14.1,1121.0,154.0,548.0,1488.0,1282.0,55.3,0.9616,396.0
2.7,1221.0,9.3,952.0,165.0,641.0,1334.0,1147.0,54.7,0.9362,432.0
2.6,1260.0,11.6,1034.0,153.0,588.0,1402.0,1208.0,56.6,0.9392,419.0
2.5,1231.0,9.6,962.0,151.0,625.0,1348.0,1192.0,58.2,0.9495,412.0
1.5,1115.0,5.8,804.0,131.0,734.0,1220.0,1136.0,59.2,0.9608,223.0
1.9,1180.0,7.5,877.0,128.0,680.0,1297.0,1131.0,60.4,0.9622,242.0
2.0,1174.0,7.4,873.0,137.0,672.0,1300.0,1071.0,63.6,0.9912,288.0
1.7,1178.0,7.4,876.0,119.0,666.0,1319.0,1059.0,68.7,1.0329,209.0
1.2,1052.0,3.9,704.0,96.0,807.0,1210.0,909.0,69.9,1.0526,141.0
0.9,998.0,2.1,591.0,109.0,937.0,1147.0,820.0,71.2,1.0454,180.0
0.6,960.0,1.3,532.0,60.0,1059.0,1122.0,724.0,70.4,1.0444,66.0
1.8,958.0,1.8,571.0,54.0,998.0,1138.0,707.0,72.5,1.0411,64.0
1.8,989.0,3.0,650.0,66.0,900.0,1171.0,768.0,70.3,1.0502,105.0
0.4,1162.0,6.7,843.0,104.0,685.0,1336.0,1027.0,73.3,1.0448,303.0
2.6,1523.0,21.0,1324.0,137.0,451.0,1776.0,1502.0,71.8,1.0551,620.0
3.5,1511.0,21.4,1334.0,146.0,433.0,1804.0,1606.0,70.2,1.0567,590.0
2.1,1420.0,16.1,1183.0,136.0,488.0,1626.0,1520.0,71.8,1.0551,592.0
2.1,1413.0,16.4,1193.0,144.0,484.0,1598.0,1566.0,70.3,1.0566,698.0
1.7,1335.0,14.8,1141.0,133.0,512.0,1536.0,1501.0,67.0,1.0446,482.0
2.6,1451.0,20.1,1298.0,148.0,452.0,1744.0,1634.0,65.4,1.0427,575.0
2.6,1410.0,19.3,1276.0,155.0,459.0,1701.0,1587.0,63.8,1.0421,548.0
2.4,1429.0,19.3,1277.0,152.0,456.0,1721.0,1560.0,65.9,1.0531,498.0
2.4,1409.0,17.4,1223.0,145.0,475.0,1640.0,1538.0,65.9,1.0552,479.0
2.0,1372.0,17.0,1210.0,139.0,484.0,1629.0,1491.0,66.0,1.0539,420.0
2.0,1366.0,17.1,1213.0,134.0,489.0,1611.0,1469.0,66.4,1.0536,378.0
3.1,1365.0,16.4,1192.0,128.0,492.0,1593.0,1486.0,66.4,1.0451,340.0
3.3,1385.0,17.3,1218.0,135.0,478.0,1620.0,1494.0,68.1,1.0441,399.0
3.3,1361.0,14.6,1137.0,136.0,503.0,1526.0,1471.0,69.1,1.0452,449.0
2.6,1312.0,11.9,1047.0,126.0,545.0,1430.0,1399.0,70.0,1.042,374.0
1.7,1177.0,7.3,871.0,116.0,660.0,1292.0,1192.0,69.9,1.0223,244.0
1.8,1205.0,7.7,888.0,116.0,647.0,1292.0,1187.0,71.9,1.0071,256.0
1.5,1114.0,4.9,757.0,107.0,744.0,1204.0,1070.0,66.8,1.0087,212.0
1.1,1047.0,3.9,708.0,91.0,816.0,1167.0,949.0,69.5,0.9986,146.0
0.9,982.0,2.1,592.0,109.0,953.0,1106.0,830.0,65.7,0.9858,180.0
0.7,992.0,2.9,644.0,70.0,899.0,1128.0,854.0,70.6,0.9731,96.0
0.7,977.0,2.6,629.0,78.0,908.0,1129.0,835.0,68.0,0.9734,106.0
0.9,1047.0,3.3,671.0,75.0,863.0,1147.0,887.0,69.2,0.9697,115.0
1.3,1126.0,5.2,775.0,101.0,760.0,1205.0,1019.0,69.8,0.9612,236.0
3.2,1474.0,19.0,1268.0,136.0,502.0,1677.0,1503.0,67.6,0.95,583.0
5.1,1526.0,26.5,1466.0,147.0,415.0,1855.0,1687.0,65.1,0.9399,662.0
3.7,1386.0,15.3,1158.0,143.0,518.0,1485.0,1553.0,62.5,0.9213,528.0
3.2,1392.0,15.6,1166.0,153.0,519.0,1488.0,1624.0,59.9,0.9143,549.0
3.1,1363.0,16.4,1192.0,148.0,499.0,1501.0,1637.0,57.9,0.8895,531.0
3.0,1331.0,16.1,1184.0,149.0,507.0,1508.0,1533.0,56.4,0.8754,493.0
3.6,1401.0,18.8,1261.0,141.0,479.0,1580.0,1577.0,56.3,0.8841,527.0
3.2,1374.0,18.0,1239.0,147.0,483.0,1569.0,1532.0,57.9,0.9063,487.0
3.9,1436.0,20.1,1299.0,159.0,451.0,1616.0,1621.0,58.9,0.9139,581.0
3.4,1386.0,17.6,1228.0,152.0,479.0,1546.0,1578.0,59.7,0.9142,531.0
3.9,1419.0,19.3,1277.0,144.0,459.0,1603.0,1631.0,61.2,0.9329999999999999,495.0
3.6,1428.0,19.7,1288.0,146.0,465.0,1580.0,1629.0,61.8,0.9313,487.0
4.7,1508.0,24.5,1416.0,162.0,418.0,1773.0,1733.0,61.5,0.9139,596.0
4.1,1438.0,18.4,1251.0,156.0,470.0,1593.0,1622.0,63.9,0.9307,595.0
3.4,1415.0,16.6,1197.0,146.0,486.0,1539.0,1597.0,67.4,0.9417,559.0
3.5,1433.0,16.2,1186.0,151.0,479.0,1497.0,1738.0,69.0,0.9568,586.0
1.2,1208.0,9.6,964.0,127.0,602.0,1305.0,1350.0,66.6,0.9293,399.0
2.4,1280.0,11.4,1029.0,123.0,564.0,1366.0,1363.0,69.6,0.9373,399.0
